,time,SOA,O2C
497,0.83,38.161,0.37856999999999996
498,0.8317,38.1953,0.37856
499,0.8333,38.2295,0.37855
500,0.835,38.2636,0.37854
501,0.8367,38.2976,0.37853000000000003
502,0.8383,38.3315,0.37851999999999997
503,0.84,38.3652,0.3785
504,0.8417,38.3989,0.37849
505,0.8433,38.4324,0.37848000000000004
506,0.845,38.4659,0.37847
507,0.8467,38.4992,0.37846
508,0.8483,38.5324,0.37845
509,0.85,38.5655,0.37844
510,0.8517,38.5986,0.37843000000000004
511,0.8533,38.6315,0.37842
512,0.855,38.6643,0.37840999999999997
513,0.8567,38.697,0.3784
514,0.8583,38.7296,0.37839
515,0.86,38.7621,0.37838
516,0.8617,38.7945,0.37837
517,0.8633,38.8268,0.37836
518,0.865,38.859,0.37835
519,0.8667,38.8911,0.37834
520,0.8683,38.9231,0.37833
521,0.87,38.955,0.37832
522,0.8717,38.9868,0.37831
523,0.8733,39.0185,0.3783
524,0.875,39.0501,0.37829
525,0.8767,39.0816,0.37828
526,0.8783,39.113,0.37827
527,0.88,39.1443,0.37826
528,0.8817,39.1755,0.37825
529,0.8833,39.2067,0.37824
530,0.885,39.2377,0.37823
531,0.8867,39.2686,0.37822
532,0.8883,39.2994,0.37821
533,0.89,39.3302,0.3782
534,0.8917,39.3608,0.37819
535,0.8933,39.3914,0.37818
536,0.895,39.4218,0.37817
537,0.8967,39.4522,0.37816
538,0.8983,39.4825,0.37815
539,0.9,39.5127,0.37814000000000003
540,0.9017,39.5428,0.37813
541,0.9033,39.5728,0.37811999999999996
542,0.905,39.6027,0.37811
543,0.9067,39.6325,0.3781
544,0.9083,39.6622,0.37809
545,0.91,39.6919,0.37808
546,0.9117,39.7214,0.37806999999999996
547,0.9133,39.7509,0.37806
548,0.915,39.7802,0.37805
549,0.9167,39.8095,0.37804
550,0.9183,39.8387,0.37804
551,0.92,39.8678,0.37803000000000003
552,0.9217,39.8969,0.37801999999999997
553,0.9233,39.9258,0.37801
554,0.925,39.9547,0.378
555,0.9267,39.9834,0.37799
556,0.9283,40.0121,0.37798000000000004
557,0.93,40.0407,0.37797
558,0.9317,40.0692,0.37796
559,0.9333,40.0976,0.37795
560,0.935,40.126,0.37794
561,0.9367,40.1542,0.37794
562,0.9383,40.1824,0.37793000000000004
563,0.94,40.2105,0.37792
564,0.9417,40.2385,0.37790999999999997
565,0.9433,40.2665,0.3779
566,0.945,40.2943,0.37789
567,0.9467,40.3221,0.37788
568,0.9483,40.3498,0.37787
569,0.95,40.3774,0.37787
570,0.9517,40.4049,0.37786
571,0.9533,40.4324,0.37785
572,0.955,40.4597,0.37784
573,0.9567,40.487,0.37783
574,0.9583,40.5142,0.37782
575,0.96,40.5414,0.37781
576,0.9617,40.5684,0.37781
577,0.9633,40.5954,0.3778
578,0.965,40.6223,0.37779
